aspect,id,sentiment,target,text
general,1206.0,Negative,LOCATION1,Just avoid LOCATION1 and LOCATION2 unless you want to just go home and stay at home each evening ( some parts are rough
general,1206.0,Negative,LOCATION1,Just avoid LOCATION1 and LOCATION2 unless you want to just go home and stay at home each evening ( some parts are rough
price,1208.0,Positive,LOCATION1,"LOCATION1 ( Location-South Westt ) - quiet , fairly cheap suburb"
quiet,1208.0,Positive,LOCATION1,"LOCATION1 ( Location-South Westt ) - quiet , fairly cheap suburb"
shopping,1208.0,Positive,LOCATION1,"LOCATION1 ( Location-South Westt ) - quiet , fairly cheap suburb"
nightlife,1208.0,Positive,LOCATION1,"LOCATION1 ( Location-South Westt ) - quiet , fairly cheap suburb"
touristy,1208.0,Positive,LOCATION1,"LOCATION1 ( Location-South Westt ) - quiet , fairly cheap suburb"
general,1213.0,Positive,LOCATION1,I 'm not from LOCATION2 but the borough but my sister lives in LOCATION1 and she loves it
general,1214.0,Negative,LOCATION1,"LOCATION1 is not very nice , with regards to the people , appearance , safety , and has poor connections"
safety,1214.0,Negative,LOCATION1,"LOCATION1 is not very nice , with regards to the people , appearance , safety , and has poor connections"
transit-location,1214.0,Negative,LOCATION1,"LOCATION1 is not very nice , with regards to the people , appearance , safety , and has poor connections"
touristy,1214.0,Negative,LOCATION1,"LOCATION1 is not very nice , with regards to the people , appearance , safety , and has poor connections"
general,1217.0,Positive,LOCATION1,LOCATION1 is very hip and trendy fantastic night life and market
nightlife,1217.0,Positive,LOCATION1,LOCATION1 is very hip and trendy fantastic night life and market
general,1218.0,Positive,LOCATION1,LOCATION1 is a good area
general,1221.0,Positive,LOCATION1,LOCATION1 is the best followed by LOCATION2
general,1221.0,Positive,LOCATION1,LOCATION1 is the best followed by LOCATION2
price,1223.0,Negative,LOCATION1,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them
transit-location,1223.0,Positive,LOCATION1,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them
shopping,1223.0,Positive,LOCATION1,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them
touristy,1223.0,Positive,LOCATION1,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them
price,1224.0,Negative,LOCATION1,"If your on a tighter budget try LOCATION1 , LOCATION2 areas Yes S"
transit-location,1225.0,Negative,LOCATION1,If you do n't mind being further out of London LOCATION1 is another option and more affordable than richmond
price,1225.0,Positive,LOCATION1,If you do n't mind being further out of London LOCATION1 is another option and more affordable than richmond
shopping,1225.0,Positive,LOCATION1,If you do n't mind being further out of London LOCATION1 is another option and more affordable than richmond
general,1226.0,Negative,LOCATION1,"My only advice , is to stay well clear of the whole of LOCATION1"
transit-location,1228.0,Negative,LOCATION1,LOCATION1 wo n't give your husband an easy journey to Rochester
general,1229.0,Positive,LOCATION1,I would therefore pick LOCATION1 because its quite a nice area
price,1233.0,Negative,LOCATION1,"Unless you want to go to private nightclubs in the evening and have lots of cash to spend , do n't suggest LOCATION1"
shopping,1235.0,Positive,LOCATION1,we love LOCATION1 an area that has good food and shopping
general,1235.0,Positive,LOCATION1,we love LOCATION1 an area that has good food and shopping
general,1237.0,Positive,LOCATION1,LOCATION1 is really nice - I live in LOCATION2
general,1237.0,Positive,LOCATION1,LOCATION1 is really nice - I live in LOCATION2
transit-location,1239.0,Positive,LOCATION1,"Stay in LOCATION1 , that way when you are going to and from LOCATION2 all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on"
multicultural,1242.0,Positive,LOCATION1,LOCATION1 is a cosmopolitan district particularly known as the location for the annual Notting Hill Carnival
general,1246.0,Positive,LOCATION1,LOCATION1 in the North East is lovely
price,1249.0,Positive,LOCATION1,LOCATION1 is the cheapest of the 3 areas and one of the cheapest areas in London
shopping,1249.0,Positive,LOCATION1,LOCATION1 is the cheapest of the 3 areas and one of the cheapest areas in London
touristy,1249.0,Positive,LOCATION1,LOCATION1 is the cheapest of the 3 areas and one of the cheapest areas in London
live,1250.0,Positive,LOCATION1,i live in LOCATION1 and not much happened here thankfully
safety,1255.0,Negative,LOCATION1,LOCATION1 is the cheapest area to live in London as it is quite a dodgy area
price,1255.0,Positive,LOCATION1,LOCATION1 is the cheapest area to live in London as it is quite a dodgy area
shopping,1255.0,Negative,LOCATION1,LOCATION1 is the cheapest area to live in London as it is quite a dodgy area
transit-location,1256.0,Negative,LOCATION1,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe"
price,1256.0,Positive,LOCATION1,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe"
safety,1256.0,Negative,LOCATION1,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe"
shopping,1256.0,Positive,LOCATION1,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe"
touristy,1256.0,Positive,LOCATION1,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe"
general,1260.0,Positive,LOCATION1,"LOCATION2 obviously , unless you enjoy commuting I love LOCATION1"
general,1260.0,Positive,LOCATION1,"LOCATION2 obviously , unless you enjoy commuting I love LOCATION1"
general,1261.0,Positive,LOCATION1,"On the Central Line look at LOCATION1 in LOCATION2 which is a very creative area with lots of musicans , artists , galleries , restaurants , etc"
transit-location,1261.0,Positive,LOCATION1,"On the Central Line look at LOCATION1 in LOCATION2 which is a very creative area with lots of musicans , artists , galleries , restaurants , etc"
transit-location,1261.0,Positive,LOCATION1,"On the Central Line look at LOCATION1 in LOCATION2 which is a very creative area with lots of musicans , artists , galleries , restaurants , etc"
safety,1265.0,Negative,LOCATION1,I live in LOCATION1 and do n't listen to this person saying it 's always unsafe
transit-location,1266.0,Positive,LOCATION1,LOCATION1 has an overhead rail link to central London which is fast and frequent
shopping,1266.0,Positive,LOCATION1,LOCATION1 has an overhead rail link to central London which is fast and frequent
touristy,1266.0,Positive,LOCATION1,LOCATION1 has an overhead rail link to central London which is fast and frequent
general,1267.0,Positive,LOCATION1,I also lived in LOCATION1 another great area and this time it was a studio apartment with kitchen and bath
general,1270.0,Positive,LOCATION1,"The whole of that LOCATION1 region is popular with Uni kids , espescially art kids like yourself"
general,1271.0,Negative,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
price,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
price,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
general,1271.0,Negative,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
shopping,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
touristy,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
shopping,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
touristy,1271.0,Positive,LOCATION1,"Cheap is LOCATION2 , LOCATION1 , but not really cool"
general,1272.0,Positive,LOCATION1,"LOCATION1 , before I lived in LOCATION2 Both very nice areas"
general,1272.0,Positive,LOCATION1,"LOCATION1 , before I lived in LOCATION2 Both very nice areas"
general,1273.0,Negative,LOCATION1,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough"
safety,1273.0,Negative,LOCATION1,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough"
safety,1273.0,Negative,LOCATION1,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough"
general,1273.0,Negative,LOCATION1,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough"
touristy,1274.0,Positive,LOCATION1,The area around LOCATION1 and LOCATION2 is a safe touristy area
safety,1274.0,Positive,LOCATION1,The area around LOCATION1 and LOCATION2 is a safe touristy area
safety,1274.0,Positive,LOCATION1,The area around LOCATION1 and LOCATION2 is a safe touristy area
touristy,1274.0,Positive,LOCATION1,The area around LOCATION1 and LOCATION2 is a safe touristy area
general,1275.0,Positive,LOCATION1,"LOCATION1 is ok , but can be a bit grotty , and getting on to the M1 can be a pain , LOCATION2 , would be more beneficial , as you have the Jubilee line into London , and your only minutes away from Junction 4 of the M1 , to get to Luton"
transit-location,1275.0,Positive,LOCATION1,"LOCATION1 is ok , but can be a bit grotty , and getting on to the M1 can be a pain , LOCATION2 , would be more beneficial , as you have the Jubilee line into London , and your only minutes away from Junction 4 of the M1 , to get to Luton"
general,1276.0,Positive,LOCATION1,Then there are nice suburbs like LOCATION1 or LOCATION2
general,1276.0,Positive,LOCATION1,Then there are nice suburbs like LOCATION1 or LOCATION2
nightlife,1279.0,Negative,LOCATION1,OLOCATION1Station area and the LOCATION2 area ( where I currently live ) is another neat little area more low-key but full of cool nightlife
general,1280.0,Positive,LOCATION1,LOCATION2 is very nice and LOCATION1 is also nice
general,1280.0,Positive,LOCATION1,LOCATION2 is very nice and LOCATION1 is also nice
general,1281.0,Negative,LOCATION1,LOCATION1 is looking a bit tatty these days as is LOCATION2
general,1283.0,Positive,LOCATION1,") LOCATION1 is lovely , especially around LOCATION2 etc"
general,1283.0,Positive,LOCATION1,") LOCATION1 is lovely , especially around LOCATION2 etc"
price,1286.0,Negative,LOCATION1,The most expensive areas are probably LOCATION2 and LOCATION1 in Central London
price,1286.0,Negative,LOCATION1,The most expensive areas are probably LOCATION2 and LOCATION1 in Central London
general,1287.0,Positive,LOCATION1,"There is also LOCATION2 , which is an area perhaps comparable to LOCATION1 and equally favoured by the Japanese"
general,1287.0,Positive,LOCATION1,"There is also LOCATION2 , which is an area perhaps comparable to LOCATION1 and equally favoured by the Japanese"
general,1288.0,Negative,LOCATION1,"Now places to stay clear from are LOCATION1 area and anything near it , stay away from LOCATION2 area as well"
general,1288.0,Negative,LOCATION1,"Now places to stay clear from are LOCATION1 area and anything near it , stay away from LOCATION2 area as well"
general,1289.0,Positive,LOCATION1,LOCATION1 and LOCATION2 are the nicest areas and LOCATION1 in particular has more of a villagey feel
general,1289.0,Positive,LOCATION1,LOCATION1 and LOCATION2 are the nicest areas and LOCATION1 in particular has more of a villagey feel
general,1290.0,Positive,LOCATION1,the most decent places are LOCATION2 and LOCATION1
